Nama Pengguna,Rating,Ulasan
Erikson,bintang 5,"Repeat order kesekian kalinya,, dan kali ini dapat bonus varian lain lagi. Thanks hmns dan tokped,, recomended seller"
Zhulfikar,bintang 5,"Ini kali pertama nyobain HMNS. Pengiriman cepat, packaging rapi dan aman, produk sesuai deskripsi, wangi nya mantap untuk varian Alpha ini. Love it!"
D***g,bintang 5,"wangi nya sesuai ekspektasi, packing nya cakep"
Muhammad,bintang 5,pembelian kesekian kalinya. produk oke bgt
s***n,bintang 5,Suka wanginya gan
A***s,bintang 5,"Repeat order yg ke sekian kali. Udh cocok bngt sih sama parfume ini, wanginya seger dan awet. Udh gk bs move-on ke yg lain."
M***d,bintang 5,Wanginya oke sih
A***i,bintang 5,Mantap pp
R***n,bintang 5,Untuk yang 100 ml bungkusannya elegan dan aman. Terima kasih baunya tidak pernah bikin kecewa.
Fiqri,bintang 5,Baru pertama kali beli sih dan baru nyoba. Kesan pertama waktu pertama disemprot baunya itu segar dan bau citrus nya itu menurut gua enak. Pas udah lama di kulit baunya i...
Rama,bintang 5,"packagingnya bagus, harganya sebanding dengan kualitas parfumnya, mantap"
Nurohman,bintang 5,"Pengiriman sngt cepat,packing sangat rapi dan safety,respon seller baik,recomended seller ,barang ok,pertahankan lanjutkan maju terus ...."
Ahmad,bintang 5,"Akhirnya nyampe, order pertama kali langsung suka, asik banget aromanya, fix RO lah ini hehe"
C,bintang 5,Ok.................................
Nicolas,bintang 5,Thx mimin. Barang udh dateng. Dibungkus rapi nan aman pake bubble wrap. Makasih juga kmren udh ngingetin suruh jaga kesehatan :) Suka sama wangi parfumnya :))
A***a,bintang 5,Package nya safety standards karena kirim luar pulau pun aman. Cepet lagi di prosesnya. Parfumnya baunya enaaaaaak banget gasalah beli emang. Semuanya pada bilang bau nya...
H***a,bintang 5,"Udah coba, sumpah ini wangi nya enak banget!!! Packing nya rapi dan suka sama pelayanannya. Ingetnya ini PO, jadi nunggu beberapa hari dlu baru bisa dapetin ini parfume"
H***n,bintang 5,"The best HMNS product so far.. Varian alpha selain wangi nya unik dan enak, longetivity nya bs bertahan kurleb 8 jem an klo disemprot ke baju.. Good job HMNS.."
M,bintang 5,Enak banget
F***a,bintang 5,"packagingnya oke banget, trus wanginya benerbener warm enak banget. mirip dior sauvage yaa ini wanginya💓👍🏼 kalo dipake indoor lebih tahan lama daripada dipake outdoor...."
C***s,bintang 5,"Repeat order yg kedua, cowokku suka bgt wanginyaaa 💪🏻"
Sukri,bintang 5,Barang sudah diterima dengan baik.. Terimakasih bonus nya kak
JAT,bintang 5,"wanginya laki bgt, tahan lama. mantapp"
Hendrika,bintang 5,"Baru nyoba hmns yg alpha sih, ntr kalo cocok baru repeat"
Febryan,bintang 5,"enak bgt wangi nya. pertama kali coba semprot diawal wanginya kyk nusuk gitu, tapi setelah 10 menitan jadi enak.. wangi2 orange nya itu loh... enak bgt.. dan disarankan d..."
A***g,bintang 5,tolong kak. saya jadi ganteng
Aditya,bintang 5,"Wanginya enak, semoga awet dan tahan lama dipakainya"
Budiargo,bintang 5,Gokill enak
A***i,bintang 5,"Aromanya maskulin, tp blm ditest ketahannya. so far paket diterima dgn baik. Mungkin akan coba repeat order produk HMNS yang lainnya. Terima kasih."
drajad,bintang 5,"sesuai deskripsi , bungkusnya keren juga"
apriyanto,bintang 5,wangi nga pas..dan lembut... packing sangat savety..
I***h,bintang 5,"Pengiriman cepet sesuai dg kebutuhan, packagingnya baguss, wanginya as expected, nyaman.. next beli hmns yg lain lagi 👍👍👍👍"
Muhammad,bintang 5,"Wangi nya lumayan, ketahanan pling setengah harian spertinya, thanks gan"
R***n,bintang 5,Thank you buat bonusnya HMNS
R***y,bintang 5,Sesuai deskripsi. Wanginya pas untuk acara casual atau office. Dikulit saya mmg hanya bertahan 5-6 jam. Top notes sejam.
N***n,bintang 5,barang sudah sampai dan sesuai terima kasih
Dinarto,bintang 5,RO kesekian kali.
M***d,bintang 5,"Udah repeat order, wanginya seger"
Edo,bintang 5,"Hidden gems beneran dah, packaging aman banget, top!!!!"
Moonie,bintang 5,"Suka bgt sm wangi nyaaaa enak. Dan tahan lamaa. Sempet bocor pas sampai, tapi langsung diganti yg baru sama pihak hmns nyaa. Makasiiihh."
Irfan,bintang 5,"Jujur keren bgt sumpah, design + box + packagingnya premium bgt!! Alpha got my 100 score! Wtf dont know how to describe the aroma. Recommended to you all"
Farul,bintang 5,"Keren banget packing nya, aman pake buble warp dan gak nyangka kotak nya besar banget... mantab lah..."
J***y,bintang 5,"Packingnya ok banget, barang sampai cepat, sesuai yang di pesan"
findo,bintang 5,packing rapi dan cepat
D***s,bintang 5,"Mantap, saya puas dengan perfumenya👍"
Hadi,bintang 5,"Ini si mantap banget packing nya, parfum mendarat dengan aman, wangi sangat suka, mantep pelayanya, preorder 7 hari, belum sampe 5 hari udah sampe, THANKYOU"
d***y,bintang 5,selalu puas dengan kualitas produk dan pelayanan yang diberikan oleh tim hmns.id alpha jadi salah satu parfum favorit yang selalu dipake tiap hari karena aromanya yang “...
Ricko,bintang 5,Ok
yohanes,bintang 5,Tjiamik
Joni,bintang 5,cool
R***u,bintang 5,Wanginya seger 😍
M***l,bintang 5,Bermodalkan review positif akhirnya aku beranikan diri beli parfum ini dan ternyata AROMANYA ENAK SEKALI. Buat cowok oke banget nih wanginya. Next bakalan beli yang FARHA...
Adiyanto,bintang 5,kualitas tidak diragukan lagi untuk hmns namun pengiriman sangat terlalu lama dengan jasa kurir yg dipilih krn melebihi dari waktu yg ada diketerangan pengiriman
angga,bintang 5,"Awet aroma, smooth layernya"
Agil,bintang 5,Kemasan sangat bagus dan produk sangat bagus
PANJI,bintang 5,"Packingnya aman dan bagus, seperti sudah pada tahu kan gimana hehe Karakter wanginya ada kesan seperti fresh citrus, ada manisnya, namun ditahan dengan sedikit aroma pahi..."
B***a,bintang 5,"Saya suka wanginya. Walau tidak tahan lama. Sama seperti dengannya, indah namun tak kunjung bersama."
Agung,bintang 5,"Adminnya ramah, wanginya cukup memuaskan"
T***a,bintang 5,"mau ngasih kado sih, jd belum buka dan belum tau wanginya kaya apa, tp best seller untuk man ini. makasih yaa, packagingnya jg bagus bgt sihhh"
D***a,bintang 5,"parfurmnya mantaps harumnya, packing aman dan profesional, serta sellernya yang sangat responsif..recommended seller"
Muhammad,bintang 5,selalu keren
Octavianus,bintang 5,wangi mantap tpi blm tau durasi dan projeksi gmna. wanginya mirip bgt kyk parfum yg pernah dipke tpi lupa merknya apaan.
Ardian,bintang 5,Suka banget baunya.
Satria,bintang 5,"puasss, wanginya cocok buat cowo apalagi ruangan ac, makin nyebar wanginya"
Gabriella,bintang 5,"pembelian ke -2 di HMNS. Barangnya diterima dengan baik.... ini wanginya lebih soft, dan segar jika dibandingkan dengan orgasm (yg lebih cenderung manis). ga sia-sia set..."
Muhamad,bintang 5,"suka banget, awet bener bau nya"
E***i,bintang 5,Mantap baunya
Hotma,bintang 5,"Alhamdulillah , pesanan sudah diterima dengan baik , respon dan pengiriman baik dan cepat , lumayan suka dengan wanginya , ma kasih kak !"
D***i,bintang 5,"Kali ke berapa ya ini beli, dan ga pernah mengecewakan! Siaap!"
Anggun,bintang 5,Sukaaaaa kalo udah habis ntar order lagii
Andrian,bintang 5,"puas banget mulai dari pelayanan yg sangat ramah, very"" humble. Produk dikemas dengan baik sampai dengan selamat😁. Sangat puas"
a***a,bintang 5,"mantap, packingnya rapi bgt. jangan lupa makan siang"
Raja,bintang 5,"Wangi OK, ga murahan dan cukup tahan lama"
Aditya,bintang 5,wangi bed
Indi,bintang 5,mantaaappp
N***n,bintang 5,Barang Sudah sampai dan sesuai pesanan
F***l,bintang 5,Terima kasih HMNS.. sudah sampai dalam kondisi baik dan dapet sampel.. 🫰🏻
Firzan,bintang 5,good enak parfumnya mantap lah
D***a,bintang 5,"worth it untuk di coba sih , untuk opening nya kerasa banget alkohol nya tapi after 1-2 minutes mulai keluar wangi nya sih overall good wanginya juga enak"
Dicky,bintang 5,"barang dibungkus denga kardus tebal, lalu dibalut dengan bubble wrap, kotak parfume terlihat mewah dan berkelas, untuk tampilan luar sangat memuaskan mata. wanginya saya..."
Ngurah,bintang 5,"barangnya oke, packingnya aman, abis coba tester langsung beli ini.. semoga puas dan bisa repeat order"
Aditya,bintang 5,"HMNS luar biasa, mulai dari respon chat WA, pengiriman barang, dan kualitas barangnya bukan kaleng-kaleng. semoga sukses terus, dan dapat terus mengudara muehehehe👍"
Egi,bintang 5,Great !!!
Arief,bintang 5,packingbaman wanginya mantap tahan lama👍👍👍
Aditya,bintang 5,Pertama kali nyoba beli parfum lokal dan harumnya nagih. Awet pula dipakai berhari-hari tetep nempel. Keluhannya mungkin di pengirimannya aja yang terlambat dari estimasi...
Dewa,bintang 5,Bakal jadi pafrum andalan tiap mau mejeng keluar nih.. Nice seller..
kijull,bintang 5,masih setia dengan alpha. pas buat acara formal pagi2
Rhangga,bintang 5,Dusnya penyok dong untung dalemnya mulus no lecet. Langsung test semprot semriwing aroma nya satu kamar 👍
A***a,bintang 5,"seller ramah, barang diterima dengan baik, packaging ok, pengiriman cepat, dan paling penting, suka bgt sama wanginya...thank you, HMNS!"
agus,bintang 5,Wanginya segar dan elegan
naufal,bintang 5,"pembelian kedua, udh ga diragukan lagi lah!"
Omrie,bintang 5,"Packaging bagus, untuk baunya cocok untuk dipakai malam hari, menurut saya seperti musk tapi lebih pekat. recommended."
Wahyu,bintang 5,"Gatau ini udh pembelian ke berapa pokonya gak bosen"" ama ni parfume, komen orang lain yg nyium juga positif, pokonya buat cowo yang gak mau terlalu maskulin, yang kes..."
Miuchan,bintang 5,mendarat dengan selamat 🤩
M***d,bintang 5,"Respon sangat ramah, pengiriman cepat, kemasan aman, recommended!"
Widyawan,bintang 5,buat parfum lokal wanginya cakep banget deh gak ngerti lagi cuma 300 ribuan pula
Christine,bintang 5,"packing bagus, rapih. dari kotaknya keliatan lux, tp sayang agak kebanting sama botolnya, kirain bakal lux jg taunya botolnya biasa aja. mgkn boleh dipertimbangkan buat..."
Haryato,bintang 5,bgs aromanya
Z***y,bintang 5,"respon penjual sopan dan ramah bangett, packaging rapih aman, dan pengirimannya cepat sekali, baunya juga pas, recommended"
F***i,bintang 5,"Baunya enak, tapi pas sampe parfumnya sedikit tumpah, saran aja untuk kualitas spray nya diganti soalnya rada susah pas mau nyemprot"
C***a,bintang 5,"leak dikit di bibir spray, tapi aman semuanya."
Aditya,bintang 5,"Sukses terus buat lapaknya, semoga makin banyak varian barunya 😁👍"
Syaipul,bintang 5,thanks good
A***s,bintang 5,asik sampai packing rapi seller ramah seller solutif
Tio,bintang 5,"emang nyari wangi yg beginiiii, bisa pas 😍😍😍😍"
Iman,bintang 5,"Wanginya cool bgt sih, buat cowok cocok bgt dah pokoknya ! semoga awet deh thank u huminss! 💙💙💙"
F***a,bintang 5,"packing rapi, barang diterima dalam kondisi baik, pesanan diproses cepat"
C***a,bintang 5,"baunya enak, ga terlalu nyengat. tahan lama juga"
Fahdy,bintang 5,udh kesekian x beli wangi ttp sama tahan lama awet gak berubah
Mufid,bintang 5,wangi bos
Z***n,bintang 5,"Pengirimannya cepat, barangnya juga aman ga ada masalah. Suka banget sama wanginya, enak, fresh, calm, dan tahan lama 🤩"
D***a,bintang 5,"pembelian ketiga, bau yg menyenangkan, tks"
Fajar,bintang 5,good
M***d,bintang 5,enak wanginya
Miftahudin,bintang 5,sangat puas. wangi nya bener² mewah dan khas. ga bikin hidung sakit. adminnya fastrespon dan helpful
Rahayu,bintang 5,"Blinded buying sebenernya karena sama sekali belum pernah sniff wangi parfum HMNS. Awalnya bingung mau beli O atau A, tapi mutusin buat beli A dan enak banget sihhh🤍😭 t..."
Dede,bintang 5,barang nya oke tapi pengiriman nya super duper lamaaaa
M***l,bintang 5,Cakep
Ahmed,bintang 5,"Siapa sangka sampai nya lebih dari estimasi waktu yang ditentukan, terima kasih banyak hmns😍.."
G***i,bintang 5,joss
T***o,bintang 5,Ok
S***l,bintang 5,mantap the best
E***y,bintang 5,"blind buy, modal penasaran dan setelah barang diterima, cocok dengan wanginya... dapat bonus voucher 25k dan decant aroma Drops of Sunshine, makasih H.M.N.S btw, tolong..."
D***y,bintang 5,suka bgt sama wanginya
f***i,bintang 5,"Beliin buat pacar malah gue yg doyan, fresh manis cocok utk aku yg alpha hehe"
Nuryadi,bintang 5,"seller ramah, pengirimam cepat, wangix kalem top banget recomended"
g***a,bintang 5,"Wanginya enak banget ternyata.. si pacar suka, dan bau nya ga terlalu cowo-bgt, agak manis sedikit, enakkk! Tiap pacar pake, bau nya jadi khas bgt dan tahan lama loh! Suk..."
F***i,bintang 5,Kualitas parfum lokal yg luar biasa dengan packing yang sangat aman dan box yang berkualitas. Serta wangi dari si A yg segar. Pembelian kedua di Hmns setelah nyoba pertam...
Dimas,bintang 5,mantul wanginya
Max,bintang 5,EDT ini memang layak dibilang legend. Wanginya sangat tahan lama.
I***m,bintang 5,Mantapppp
Farid,bintang 5,Wanginya bisa tahan lama jika di dalam ruangan.
W***y,bintang 5,"Puas banget sama pelayanannya, tentu saja aroma parfumnya oke banget."
D***g,bintang 5,worth the wait. wangi yg gw cari selama ini.
D***d,bintang 5,"Super puas sama layanan dari team HMNS. Sempet ada issue sama barangnya kemaren, dan waktu discuss dengan team HMNS, superb banget responnya. Sukses terus HMNS!"
Adiemas,bintang 5,Ntaaaaaaapppp
